"","GSS_CODE","label","altname","name","pt_count","area","pre_new","new","X","IMD.Score","geometry","pre_new_rate","self_reinforcement","new_rate","log_new_rate","sc_max","sc_avg"
"1","E36006764","E08000025E36006764",NA,"Acocks Green",703,4.7646072569133,4,7,NA,NA,list(c(-1.80926946681519, -1.80931660533006, -1.80943440687047, -1.80950075336439, -1.80983620834837, -1.80988624914858, -1.81001736803081, -1.80973305423853, -1.80957031002522, -1.80955711907248, -1.80955878830419, -1.80957961448183, -1.80961510268429, -1.80966385909489, -1.80977891290023, -1.81014379715059, -1.81053157874394, -1.81147752616797, -1.81178428941366, -1.81222647584316, -1.81157448732769, -1.81244985709322, -1.81181850761886, -1.81190861620245, -1.81212127352463, -1.81238997252838, 
-1.81268953472781, -1.81273389663017, -1.81273391572775, -1.81212928644727, -1.81208855224187, -1.81194590175846, -1.81235497795446, -1.81265810854457, -1.81283992802148, -1.81291117341813, -1.81296206630202, -1.81301958367735, -1.8130932105656, -1.81329155635051, -1.8133879635471, -1.8135921041693, -1.8139289190773, -1.81425320975478, -1.81434463525638, -1.81439485939344, -1.81443762332892, -1.81448773031201, -1.81456571513478, -1.81509055837244, -1.81522148590559, -1.81547592632745, -1.81611579099383, 
-1.81606248989491, -1.81607050221267, -1.81635568854303, -1.81673305209152, -1.81679279386408, -1.81680639141119, -1.81683303607036, -1.81681490412891, -1.8167972799593, -1.81680723767024, -1.81689277788975, -1.81691386883319, -1.81692774026449, -1.81694264801573, -1.81696203286436, -1.81703307868897, -1.81732100297195, -1.81791124118695, -1.81835535026177, -1.81878767446078, -1.819191698442, -1.81934352360415, -1.8196558226583, -1.82084000086506, -1.82130375984928, -1.82379417138092, -1.82399143578878, 
-1.82459358119027, -1.82530785535582, -1.82773988376186, -1.82955287430336, -1.83212961988455, -1.83361137481263, -1.83578893561229, -1.8379815435193, -1.8390624875185, -1.83887164006249, -1.83864100740916, -1.8384283174936, -1.83714784854885, -1.83669568025856, -1.83551080685874, -1.8369558263076, -1.83766005614327, -1.8389581818845, -1.84035184579342, -1.84054585822126, -1.84073254686519, -1.8410528048837, -1.84127903456656, -1.84151109692708, -1.84209998718451, -1.84147881970011, -1.83987966975557, 
-1.83871999015838, -1.83846444586329, -1.83762588934798, -1.83744019147307, -1.83708790212481, -1.83638049482318, -1.83626538557794, -1.8361988746774, -1.83609218597133, -1.83590498769004, -1.83561536240382, -1.83544316056294, -1.83541527365293, -1.83534479992947, -1.83532129536507, -1.83495726280447, -1.83498223028136, -1.83495567567868, -1.83523727300152, -1.8353399263345, -1.83452639964982, -1.83478938324133, -1.83532546817961, -1.83573534361802, -1.83665632245275, -1.83712802011105, -1.83759976073899, 
-1.83827579870047, -1.83916149619358, -1.83995906256107, -1.8407860132746, -1.84113563671425, -1.84132278999164, -1.84159898843372, -1.84224972836177, -1.84275946744492, -1.84360281423996, -1.84468424447346, -1.84547923404771, -1.84661513824517, -1.84676209711242, -1.84698993118861, -1.84704420877919, -1.84704698470594, -1.84704388235685, -1.84684302375087, -1.84655582984186, -1.84620459367035, -1.84614226628409, -1.84608138186994, -1.84556022259096, -1.84554830109516, -1.84554241816706, -1.84491998743073, 
-1.84362784957492, -1.84188102959174, -1.84130714176275, -1.84080699326174, -1.83963028412192, -1.83865221596612, -1.8386002403848, -1.83862523731562, -1.83861334893941, -1.83862512578486, -1.83861621704882, -1.83873681468188, -1.8387367655348, -1.83866506941483, -1.83870920660468, -1.83870032738827, -1.83870021584076, -1.83871189770729, -1.83856319422299, -1.83859245348909, -1.83845041679735, -1.83772428571787, -1.83660851838417, -1.83614986060629, -1.83558231905896, -1.83544700978577, -1.83503379998467, 
-1.834580797991, -1.83419540236937, -1.83405270751916, -1.83318802074923, -1.83248355394462, -1.83207763780263, -1.83143045573161, -1.83109951537576, -1.83094883669208, -1.83078338940107, -1.83033757282558, -1.83010290247476, -1.829130668558, -1.8288651656401, -1.82859964568381, -1.82749617921743, -1.82707725024178, -1.82666866051987, -1.82559478581604, -1.82430120248206, -1.82418614551372, -1.82398267689459, -1.82359020147899, -1.821361271259, -1.81967642120075, -1.81951033395249, -1.81938826018139, 
-1.81874565422606, -1.81861330031737, -1.81626487420468, -1.8149091462193, -1.81469751857482, -1.81430233870874, -1.81419657118684, -1.81407916366251, -1.81397052631794, -1.81389713105088, -1.81384442933435, -1.81379631359908, -1.81379084941266, -1.81380009993094, -1.81382718865037, -1.81387666685822, -1.81401296140777, -1.81413293514948, -1.81423714428308, -1.81423461775029, -1.81421440936684, -1.81418827187356, -1.8141430175809, -1.81401285965789, -1.81387234759062, -1.8135165343686, -1.81316202602643, 
-1.81231280122373, -1.8108397340103, -1.80981046782596, -1.80950306523068, -1.80943575501544, -1.80929864996304, -1.80926946681519, 52.4453790507048, 52.4453620406688, 52.4453298627261, 52.445316492187, 52.4453017496483, 52.4452964353909, 52.4452642782427, 52.4450040162114, 52.4448724985854, 52.4448500152613, 52.4448122374041, 52.4447619336565, 52.4447143415629, 52.4446712632045, 52.4446049270375, 52.4442539987814, 52.4440568426408, 52.4433778051101, 52.443198485554, 52.4429996427633, 52.4423728899161, 
52.4420263557186, 52.4413807649164, 52.4412901021374, 52.441096252724, 52.4408728306497, 52.4406530470305, 52.4406000918236, 52.4405955810162, 52.440600018077, 52.4404938843296, 52.4404783763048, 52.4401095230557, 52.439736026824, 52.4395295337673, 52.4393813225958, 52.4391728181163, 52.4391360673493, 52.4391226878695, 52.438832631572, 52.4386466791818, 52.4383746012005, 52.4380380146297, 52.4378847868843, 52.4378219994165, 52.4377708386776, 52.4377457370414, 52.4377296501592, 52.4377252614435, 52.4377863063211, 
